ngay_dat_mua,ma_don_hang,khach_hang,tong_gia_tri_hang
9/8/19,CA-2019-146283,Kean Takahito,1167
8/30/19,CA-2019-146500,Annie Thurman,121
7/25/19,CA-2019-146528,Vicky Freymann,22
1/20/19,CA-2019-146591,Toby Swindell,379
6/30/19,CA-2019-146640,Helen Abelman,335
10/20/19,CA-2019-146703,Patrick O'Donnell,212
11/3/19,CA-2019-146731,Annie Thurman,147
9/8/19,CA-2019-146815,Paul Prost,176
11/30/19,CA-2019-146843,Philip Brown,150
12/22/19,CA-2019-146864,Bradley Talbott,216
5/30/19,CA-2019-146885,Ellis Ballard,14
9/29/19,CA-2019-146969,Arthur Prichep,968
11/7/19,CA-2019-146990,Bart Pistole,36
1/24/19,CA-2019-146997,Speros Goranitis,6
3/24/19,CA-2019-147235,Carlos Daly,25
4/26/19,CA-2019-147298,Aleksandra Gannaway,249
7/6/19,CA-2019-147543,Becky Castell,478
9/23/19,CA-2019-147900,Jim Kriz,29
6/4/19,CA-2019-147914,Mark Packer,16
3/22/19,CA-2019-148040,Beth Fritzler,389
10/27/19,CA-2019-148285,Ross DeVincentis,22
9/23/19,CA-2019-148369,Thea Hudgings,11
12/27/19,CA-2019-148383,Resi P�lking,947
11/30/19,CA-2019-148425,Randy Ferguson,7
12/10/19,CA-2019-148488,Sally Matthias,118
3/25/19,CA-2019-148586,Annie Zypern,367
1/21/19,CA-2019-148614,Mark Van Huff,39
5/17/19,CA-2019-148761,Pete Armstrong,92
11/2/19,CA-2019-148782,Patrick O'Brill,89
11/1/19,CA-2019-148915,Natalie DeCherney,600
12/14/19,CA-2019-148950,Joy Daniels,43
1/11/19,CA-2019-149020,Anthony Jacobs,55
11/23/19,CA-2019-149055,Phillip Breyer,63
4/5/19,CA-2019-149104,Ruben Dartt,771
11/4/19,CA-2019-149244,MaryBeth Skach,35
1/15/19,CA-2019-149524,Brendan Sweed,62
4/4/19,CA-2019-149538,Ken Black,365
9/15/19,CA-2019-149594,Monica Federle,104
11/16/19,CA-2019-149643,Rick Huthwaite,274
3/15/19,CA-2019-149958,Alan Shonely,371
12/5/19,CA-2019-150203,Joni Blumstein,250
12/31/19,CA-2019-150245,Pamela Coakley,1573
7/8/19,CA-2019-150301,Michelle Huthwaite,64
10/10/19,CA-2019-150329,Shirley Daniels,47
8/5/19,CA-2019-150490,Sonia Sunley,78
11/19/19,CA-2019-150518,Mitch Webber,503
4/8/19,CA-2019-150581,Nathan Mautz,500
12/1/19,CA-2019-150798,Joe Kamberova,1614
4/5/19,CA-2019-151001,John Grady,102
11/12/19,CA-2019-151078,Roy Franz�sisch,50
12/5/19,CA-2019-151162,Erin Ashbrook,362
11/12/19,CA-2019-151295,Joseph Airdo,641
10/14/19,CA-2019-151330,Toby Carlisle,1885
12/16/19,CA-2019-151379,Steve Chapman,114
11/14/19,CA-2019-151554,Candace McMahon,21
8/8/19,CA-2019-151708,Maria Bertelson,217
9/2/19,CA-2019-151792,Christina VanderZanden,240
6/6/19,CA-2019-151897,Valerie Takahito,100
6/4/19,CA-2019-151946,Bobby Trafton,440
9/20/19,CA-2019-151953,Dorothy Badders,3
10/22/19,CA-2019-151967,Nicole Brennan,130
10/13/19,CA-2019-151995,Zuschuss Carroll,1550
5/11/19,CA-2019-152100,Victoria Wilson,1213
10/5/19,CA-2019-152233,Keith Herrera,100
6/30/19,CA-2019-152254,Brian DeCherney,311
9/2/19,CA-2019-152268,Sanjit Chand,1794
8/1/19,CA-2019-152296,Ivan Liston,20
12/29/19,CA-2019-152345,Shui Tom,57
10/5/19,CA-2019-152422,Brian Derr,92
5/21/19,CA-2019-152443,Frank Gastineau,712
11/1/19,CA-2019-152562,Jack O'Briant,75
3/14/19,CA-2019-152618,Rick Bensley,583
7/5/19,CA-2019-152849,David Wiener,4
2/19/19,CA-2019-152905,Aaron Bergman,13
12/27/19,CA-2019-153087,Tamara Chand,522
7/1/19,CA-2019-153150,Dorris liebe,20
10/4/19,CA-2019-153479,David Flashing,110
11/3/19,CA-2019-153619,Tracy Collins,7
4/6/19,CA-2019-153808,Frank Hawley,436
11/24/19,CA-2019-153850,Thea Hendricks,1538
12/16/19,CA-2019-153913,Ken Black,1016
8/12/19,CA-2019-153927,Lauren Leatherbury,287
9/21/19,CA-2019-153969,Herbert Flentye,451
10/3/19,CA-2019-153976,Beth Paige,258
11/29/19,CA-2019-153983,Alan Hwang,606
12/2/19,CA-2019-154095,Odella Nelson,463
12/23/19,CA-2019-154158,Craig Carreira,620
2/18/19,CA-2019-154165,Delfina Latchford,54
12/13/19,CA-2019-154186,Ralph Arnett,3
12/7/19,CA-2019-154592,Erica Hernandez,165
4/12/19,CA-2019-154599,Kean Nguyen,1840
10/29/19,CA-2019-154627,Sue Ann Reed,2736
8/11/19,CA-2019-154641,Ken Lonsdale,375
8/8/19,CA-2019-154669,Tamara Manning,423
11/21/19,CA-2019-154781,Steve Carroll,102
8/23/19,CA-2019-154837,Robert Barroso,50
12/21/19,CA-2019-154893,Gary McGarr,1898
6/22/19,CA-2019-154963,Anna Andreadi,1107
4/16/19,CA-2019-155208,Stephanie Phelps,39
10/19/19,CA-2019-155264,Rachel Payne,306
5/4/19,CA-2019-155271,Andrew Allen,27
12/6/19,CA-2019-155390,Barry Gonzalez,42
11/3/19,CA-2019-155593,Resi P�lking,12
11/11/19,CA-2019-155796,Tom Stivers,546
3/3/19,CA-2019-155852,Ashley Jarboe,19
5/12/19,CA-2019-155887,Kean Thornton,700
4/30/19,CA-2019-156006,Tamara Manning,48
9/22/19,CA-2019-156160,Adam Shillingsburg,694
8/12/19,CA-2019-156244,Duane Huffman,458
12/24/19,CA-2019-156314,Resi P�lking,30
6/17/19,CA-2019-156342,Jennifer Ferguson,62
5/26/19,CA-2019-156349,Marina Lichtenstein,576
9/20/19,CA-2019-156433,Erica Smith,32
2/28/19,CA-2019-156545,Joy Smith,19
3/7/19,CA-2019-156587,Aaron Bergman,310
12/20/19,CA-2019-156594,Michael Chen,695
9/19/19,CA-2019-156601,Frank Atkinson,7
8/8/19,CA-2019-156790,Vivek Gonzalez,155
6/28/19,CA-2019-156993,Rob Williams,6
1/14/19,CA-2019-157147,Brian Dahlen,1680
7/20/19,CA-2019-157546,Roger Demir,113
3/16/19,CA-2019-157609,Kristina Nunn,472
3/14/19,CA-2019-157623,Dean Katz,14
12/31/19,CA-2019-157644,Aaron Hawkins,54
9/2/19,CA-2019-157721,Justin MacKendrick,91
7/5/19,CA-2019-157784,Michael Chen,514
10/3/19,CA-2019-157882,Allen Rosenblatt,266
10/11/19,CA-2019-157924,Helen Andreada,465
5/26/19,CA-2019-158029,Herbert Flentye,225
4/21/19,CA-2019-158064,Allen Armold,17
9/22/19,CA-2019-158225,Sanjit Engle,210
11/19/19,CA-2019-158274,Robert Marley,683
9/2/19,CA-2019-158281,Andy Gerbode,560
3/11/19,CA-2019-158337,Kelly Andreada,109
11/10/19,CA-2019-158372,Ruben Dartt,808
3/17/19,CA-2019-158442,Annie Zypern,25
4/19/19,CA-2019-158470,Allen Goldenen,129
11/24/19,CA-2019-158540,Vivek Gonzalez,152
5/9/19,CA-2019-158771,Sean Braxton,159
7/26/19,CA-2019-159121,Jack O'Briant,112
9/14/19,CA-2019-159184,John Castell,150
11/7/19,CA-2019-159310,Steven Cartwright,725
6/25/19,CA-2019-159338,Noel Staavos,448
9/30/19,CA-2019-159478,Maya Herman,15
6/6/19,CA-2019-159520,Grant Thornton,1158
11/23/19,CA-2019-159625,Sally Matthias,23
12/7/19,CA-2019-159681,Patrick O'Brill,106
5/10/19,CA-2019-159709,Arianne Irving,202
11/28/19,CA-2019-159800,Sheri Gordon,184
6/24/19,CA-2019-159814,Liz Pelletier,4
11/17/19,CA-2019-159835,Randy Bradley,670
9/19/19,CA-2019-159849,Jim Kriz,6
11/16/19,CA-2019-160066,Adam Hart,5
4/30/19,CA-2019-160094,Justin MacKendrick,1001
12/20/19,CA-2019-160157,Mark Hamilton,191
6/9/19,CA-2019-160262,Thomas Seio,135
4/2/19,CA-2019-160276,Anna H�berlin,178
5/5/19,CA-2019-160738,Katharine Harms,45
9/14/19,CA-2019-160766,Darrin Martin,4284
7/1/19,CA-2019-160773,Laurel Workman,581
11/18/19,CA-2019-161032,Michael Kennedy,393
8/9/19,CA-2019-161249,Roger Demir,14
7/12/19,CA-2019-161508,Paul Van Hugh,554
11/14/19,CA-2019-161634,Chris Cortes,32
3/30/19,CA-2019-162089,Mark Packer,715
10/26/19,CA-2019-162278,Angele Hood,448
11/14/19,CA-2019-162362,Jeremy Lonsdale,24
8/1/19,CA-2019-162684,Ann Steele,6
1/14/19,CA-2019-162775,Chris Selesnick,1287
12/27/19,CA-2019-162866,Corey-Lock,63
12/19/19,CA-2019-162992,Bart Pistole,832
11/28/19,CA-2019-163013,Bart Folk,15
11/24/19,CA-2019-163034,Darren Koutras,646
3/21/19,CA-2019-163223,Kristen Hastings,3770
9/8/19,CA-2019-163293,Karen Carlisle,117
12/20/19,CA-2019-163412,Suzanne McNair,192
11/11/19,CA-2019-163419,Tracy Zic,1167
12/27/19,CA-2019-163447,Thomas Brumley,767
11/18/19,CA-2019-163468,Joe Kamberova,1109
7/11/19,CA-2019-163552,Laura Armstrong,1369
9/23/19,CA-2019-163559,Shui Tom,139
9/23/19,CA-2019-163650,Thomas Thornton,44
10/14/19,CA-2019-163748,Hunter Glantz,2003
6/3/19,CA-2019-163867,Richard Eichhorn,210
7/14/19,CA-2019-164182,Shui Tom,111
11/18/19,CA-2019-164210,Pierre Wener,182
5/18/19,CA-2019-164224,Ted Trevino,165
12/28/19,CA-2019-164259,Sung Pak,99
4/2/19,CA-2019-164315,Rob Dowd,1221
9/26/19,CA-2019-164385,Nicole Brennan,144
6/25/19,CA-2019-164469,Grace Kelly,345
11/25/19,CA-2019-164721,Laurel Workman,372
10/13/19,CA-2019-164742,Marina Lichtenstein,265
3/23/19,CA-2019-164749,Bruce Geld,10
12/3/19,CA-2019-164861,Matthew Clasen,26
2/21/19,CA-2019-164903,Steven Roelle,13
11/12/19,CA-2019-164910,Denise Monton,8
11/4/19,CA-2019-164973,Nathan Mautz,4807
11/11/19,CA-2019-165309,Karen Daniels,1639
7/9/19,CA-2019-165379,Brian Moss,25
12/27/19,CA-2019-165393,Nathan Cano,5
9/1/19,CA-2019-165428,Jack Lebron,35
12/29/19,CA-2019-165477,Ricardo Emerson,48
2/22/19,CA-2019-165540,Tamara Manning,9
2/16/19,CA-2019-165568,Barry Franz�sisch,21
11/3/19,CA-2019-165764,Shahid Hopkins,1396
4/7/19,CA-2019-165806,Valerie Mitchum,259
6/29/19,CA-2019-165974,Dan Lawera,33
5/31/19,CA-2019-166051,Jim Karlsson,774
5/7/19,CA-2019-166086,Carol Triggs,1091
12/5/19,CA-2019-166191,David Kendrick,434
5/5/19,CA-2019-166457,Peter Fuller,41
8/9/19,CA-2019-166471,Matthew Grinstein,1310
7/11/19,CA-2019-166555,Jamie Kunitz,165
10/29/19,CA-2019-166590,Noah Childs,78
8/20/19,CA-2019-166716,Craig Reiter,421
12/30/19,CA-2019-166730,Dorothy Dickinson,39
9/20/19,CA-2019-166744,Duane Noonan,587
6/20/19,CA-2019-166863,Sam Craven,1354
3/11/19,CA-2019-166884,Chloris Kastensmidt,19
10/4/19,CA-2019-166891,Chris Cortes,589
4/25/19,CA-2019-166954,Beth Thompson,2061
12/27/19,CA-2019-166961,Cynthia Delaney,107
11/14/19,CA-2019-166989,Robert Marley,81
5/13/19,CA-2019-167164,Alejandro Grove,56
1/7/19,CA-2019-167199,Maria Etezadi,4375
11/24/19,CA-2019-167360,Richard Bierner,112
11/27/19,CA-2019-167486,Jack O'Briant,200
4/13/19,CA-2019-167724,Ben Ferrer,8
8/9/19,CA-2019-167850,Andy Gerbode,194
1/21/19,CA-2019-167927,Xylona Preis,709
1/27/19,CA-2019-167997,Carol Adams,153
9/19/19,CA-2019-168130,Bill Shonely,887
7/19/19,CA-2019-168158,Eugene Moren,6
11/1/19,CA-2019-168305,Paul Lucas,66
3/1/19,CA-2019-168312,Giulietta Weimer,514
2/12/19,CA-2019-168368,Guy Armstrong,535
12/26/19,CA-2019-168473,Tracy Blumstein,192
12/12/19,CA-2019-168494,Nora Preis,4631
9/8/19,CA-2019-168592,Dennis Pardue,76
9/21/19,CA-2019-168823,Matt Abelman,32
11/26/19,CA-2019-168984,Natalie Webber,1123
7/26/19,CA-2019-169019,Luke Foster,2657
3/30/19,CA-2019-169033,Kunst Miller,50
3/5/19,CA-2019-169061,Aimee Bixby,706
6/6/19,CA-2019-169257,Stewart Visinsky,63
12/19/19,CA-2019-169446,Speros Goranitis,372
4/19/19,CA-2019-169460,Nicole Fjeld,76
7/27/19,CA-2019-169642,Barry Blumstein,276
12/9/19,CA-2019-169649,Thomas Seio,29
10/20/19,CA-2019-169684,Fred Hopkins,427
8/9/19,CA-2019-169726,Joseph Holt,2061
8/29/19,CA-2019-169775,Ryan Akin,709
4/6/19,CA-2019-169803,Scott Cohen,687
10/21/19,CA-2019-169852,Sylvia Foulston,36
5/14/20,CA-2020-100146,Claudia Bergmann,1453
4/13/20,CA-2020-100216,Heather Jas,86
5/17/20,CA-2020-100251,Dianna Vittorini,87
11/20/20,CA-2020-100454,Brian Moss,258
11/22/20,CA-2020-100545,Irene Maddox,12
9/25/20,CA-2020-100573,Anne McFarland,17
11/2/20,CA-2020-100657,Scot Wooten,110
12/19/20,CA-2020-100685,Suzanne McNair,128
9/15/20,CA-2020-100734,Ann Chong,151
5/16/20,CA-2020-100769,Tracy Hopkins,256
5/31/20,CA-2020-100818,Janet Molinari,235
4/6/20,CA-2020-100888,Mark Hamilton,48
4/9/20,CA-2020-101000,Ivan Gibson,370
2/9/20,CA-2020-101007,Michael Stewart,21
12/5/20,CA-2020-101091,Scot Wooten,74
2/10/20,CA-2020-101126,Nona Balk,77
9/18/20,CA-2020-101154,Charlotte Melton,444
8/27/20,CA-2020-101707,Philip Fox,150
6/9/20,CA-2020-101868,Max Jones,175
12/27/20,CA-2020-101889,David Bremer,1569
11/27/20,CA-2020-101910,Carlos Daly,284
9/4/20,CA-2020-101924,Ken Black,10
9/12/20,CA-2020-102015,Tamara Manning,193
9/21/20,CA-2020-102036,Chad Sievert,200
9/22/20,CA-2020-102260,Sanjit Jacobs,764
10/12/20,CA-2020-102281,Mark Packer,1669
2/29/20,CA-2020-102316,Dave Hallsten,201
8/24/20,CA-2020-102491,Katrina Willman,3748
9/15/20,CA-2020-102582,Natalie Webber,1919
4/18/20,CA-2020-102722,Kelly Williams,107
11/21/20,CA-2020-102778,John Huston,18
5/21/20,CA-2020-102806,Henry Goldwyn,25
11/7/20,CA-2020-102848,Karen Bern,191
4/5/20,CA-2020-102855,Jennifer Ferguson,264
9/7/20,CA-2020-102876,Lisa Ryan,806
9/27/20,CA-2020-103072,Helen Wasserman,42
2/3/20,CA-2020-103093,Frank Olsen,75
7/24/20,CA-2020-103135,Shirley Schmidt,526
5/30/20,CA-2020-103177,Edward Nazzal,529
12/8/20,CA-2020-103205,Joel Jenkins,120
4/30/20,CA-2020-103716,Ken Black,54
12/1/20,CA-2020-103723,Beth Thompson,14
6/28/20,CA-2020-103772,Mark Packer,260
3/26/20,CA-2020-103793,Benjamin Venier,74
9/24/20,CA-2020-103835,Shaun Chance,1173
12/27/20,CA-2020-103870,Sung Pak,284
9/25/20,CA-2020-103933,Dan Reichenbach,900
8/9/20,CA-2020-103954,Hallie Redmond,687
11/5/20,CA-2020-103961,Nathan Gelder,20
2/6/20,CA-2020-104038,Lori Olson,177
3/1/20,CA-2020-104052,Tracy Poddar,96
6/13/20,CA-2020-104059,Frank Carlisle,3
6/12/20,CA-2020-104115,Jonathan Howell,56
2/27/20,CA-2020-104129,Erin Smith,600
1/4/20,CA-2020-104241,Andrew Gjertsen,192
5/29/20,CA-2020-104297,Chad Cunningham,85
12/11/20,CA-2020-104346,Irene Maddox,730
5/1/20,CA-2020-104486,Patrick O'Brill,85
10/2/20,CA-2020-104493,Ed Braxton,58
1/2/20,CA-2020-104514,Claudia Bergmann,115
9/1/20,CA-2020-104626,Daniel Raglin,1388
3/30/20,CA-2020-104871,Daniel Raglin,367
6/13/20,CA-2020-104941,Dave Hallsten,976
11/13/20,CA-2020-104948,Keith Herrera,723
9/15/20,CA-2020-105102,Brendan Murry,139
9/5/20,CA-2020-105158,Sung Pak,43
11/1/20,CA-2020-105221,Valerie Mitchum,39
11/6/20,CA-2020-105312,Meg Tillman,11
11/24/20,CA-2020-105347,Darren Powers,384
3/29/20,CA-2020-105361,Chad McGuire,18
9/24/20,CA-2020-105508,Jamie Frazer,40
11/7/20,CA-2020-105571,Christine Phan,1362
9/7/20,CA-2020-105599,Marc Crier,41
10/18/20,CA-2020-105613,Kristina Nunn,101
3/8/20,CA-2020-105627,Dana Kaydos,2532
11/8/20,CA-2020-105634,Helen Abelman,12
11/21/20,CA-2020-105690,Carol Adams,698
2/18/20,CA-2020-105725,Guy Thornton,97
10/25/20,CA-2020-105844,Jennifer Ferguson,79
3/2/20,CA-2020-105970,Pete Armstrong,112
6/23/20,CA-2020-106187,Randy Ferguson,268
12/10/20,CA-2020-106208,Julia West,53
4/16/20,CA-2020-106215,Brad Norvell,13
4/13/20,CA-2020-106257,Eugene Barchas,721
9/25/20,CA-2020-106320,Emily Burns,1045
12/11/20,CA-2020-106362,Lena Creighton,10
3/20/20,CA-2020-106565,Bart Watters,52
9/28/20,CA-2020-106978,Zuschuss Carroll,18
7/10/20,CA-2020-107020,Mike Vittorini,40
11/21/20,CA-2020-107083,Brenda Bowman,40
12/18/20,CA-2020-107468,Michael Kennedy,7
4/21/20,CA-2020-107678,Juliana Krohn,893
11/30/20,CA-2020-107685,John Murray,107
3/8/20,CA-2020-107741,Fred Chung,3
8/28/20,CA-2020-107902,Suzanne McNair,470
5/3/20,CA-2020-107937,Julia Barnett,666
11/1/20,CA-2020-108119,MaryBeth Skach,302
11/8/20,CA-2020-108259,Noel Staavos,81
8/29/20,CA-2020-108532,Chad Cunningham,247
1/5/20,CA-2020-108588,Brooke Gillingham,90
7/6/20,CA-2020-108665,Kalyca Meade,896
9/10/20,CA-2020-108672,Frank Atkinson,107
3/5/20,CA-2020-109001,Katherine Nockton,479
12/19/20,CA-2020-109113,Eileen Kiefer,25
4/20/20,CA-2020-109169,Olvera Toch,181
10/23/20,CA-2020-109190,Craig Carroll,547
12/31/20,CA-2020-109197,Jas O'Carroll,488
11/21/20,CA-2020-109337,Denise Leinenbach,508
11/8/20,CA-2020-109386,Rob Haberlin,751
12/31/20,CA-2020-109470,Karen Carlisle,596
3/5/20,CA-2020-109512,Luke Foster,976
9/18/20,CA-2020-109575,Ken Heidel,2504
1/26/20,CA-2020-109603,Elizabeth Moffitt,183
12/15/20,CA-2020-109638,Joseph Holt,1055
5/25/20,CA-2020-109708,Craig Yedwab,467
10/10/20,CA-2020-109736,Denny Joy,45
10/25/20,CA-2020-109862,Heather Kirkland,450
5/8/20,CA-2020-109939,Allen Armold,5
11/29/20,CA-2020-110016,Bill Tyler,1127
12/3/20,CA-2020-110093,Alejandro Ballentine,53
12/4/20,CA-2020-110247,Ritsa Hightower,8
10/29/20,CA-2020-110289,Nona Balk,244
12/1/20,CA-2020-110324,Matt Abelman,42
3/9/20,CA-2020-110345,Toby Gnade,5
3/2/20,CA-2020-110457,Dave Kipp,788
5/4/20,CA-2020-110548,Anna H�berlin,946
3/17/20,CA-2020-110632,Harold Ryan,49
4/4/20,CA-2020-110667,Nicole Fjeld,211
9/7/20,CA-2020-110744,Helen Andreada,672
10/16/20,CA-2020-110765,Michael Paige,825
12/5/20,CA-2020-110814,Brian Derr,420
11/17/20,CA-2020-110863,Anna Andreadi,1971
12/12/20,CA-2020-110870,Karen Daniels,326
10/23/20,CA-2020-110877,Joe Elijah,187
11/20/20,CA-2020-110891,Phillina Ober,344
6/9/20,CA-2020-110947,Anthony Garverick,113
7/31/20,CA-2020-111017,Steve Chapman,53
12/1/20,CA-2020-111038,Lindsay Castell,2677
12/26/20,CA-2020-111073,Mick Crebagga,52
7/9/20,CA-2020-111094,Claudia Bergmann,130
4/11/20,CA-2020-111164,Sanjit Engle,514
11/13/20,CA-2020-111199,Joe Kamberova,115
7/18/20,CA-2020-111206,Roland Fjeld,520
2/18/20,CA-2020-111234,Ann Blume,9
8/17/20,CA-2020-111297,Shaun Chance,52
2/27/20,CA-2020-111325,Bill Tyler,20
5/29/20,CA-2020-111339,Victoria Pisteka,367
11/23/20,CA-2020-111395,Victoria Brennan,386
9/26/20,CA-2020-111458,Philip Fox,50
2/6/20,CA-2020-111507,Victoria Wilson,5
8/31/20,CA-2020-111514,Scott Cohen,1967
11/28/20,CA-2020-111612,Eugene Barchas,74
7/2/20,CA-2020-111703,Karl Braun,28
12/25/20,CA-2020-111780,Ralph Arnett,1231
3/19/20,CA-2020-111829,Fred Hopkins,4607
6/19/20,CA-2020-111864,Paul Prost,6
11/11/20,CA-2020-111948,Andrew Gjertsen,542
11/8/20,CA-2020-111990,Duane Benoit,10
8/13/20,CA-2020-112011,Odella Nelson,51
10/11/20,CA-2020-112053,Shahid Hopkins,32
3/16/20,CA-2020-112116,Jeremy Ellison,172
5/3/20,CA-2020-112130,Stewart Visinsky,1058
6/28/20,CA-2020-112144,Craig Yedwab,628
8/5/20,CA-2020-112214,Anna H�berlin,73
11/20/20,CA-2020-112305,Katrina Bavinger,155
8/31/20,CA-2020-112319,Andrew Roberts,58
12/21/20,CA-2020-112375,Roger Demir,78
4/4/20,CA-2020-112452,Nat Carroll,1274
10/10/20,CA-2020-112522,David Philippe,8
4/25/20,CA-2020-112557,John Lucas,206
9/22/20,CA-2020-112571,Daniel Lacy,205
7/12/20,CA-2020-112711,Fred McMath,307
8/2/20,CA-2020-112767,Darren Koutras,278
12/10/20,CA-2020-112823,Ryan Akin,25
8/27/20,CA-2020-113040,Chad Cunningham,5
3/19/20,CA-2020-113110,Berenike Kampe,106
9/24/20,CA-2020-113131,Maria Bertelson,98
11/1/20,CA-2020-113145,Valerie Dominguez,2220
12/25/20,CA-2020-113152,Jim Karlsson,1293
11/15/20,CA-2020-113173,Dean Katz,270
9/3/20,CA-2020-113215,Cathy Prescott,238
11/9/20,CA-2020-113222,Anthony Garverick,11
7/16/20,CA-2020-113404,Eleni McCrary,2049
9/4/20,CA-2020-113523,Shaun Chance,8
11/12/20,CA-2020-113628,Anna H�berlin,793
8/24/20,CA-2020-113740,Shahid Collister,15
10/19/20,CA-2020-113901,Nicole Hansen,188
5/8/20,CA-2020-113971,Claudia Bergmann,8
12/14/20,CA-2020-114048,Eric Hoffmann,29
7/13/20,CA-2020-114069,Natalie DeCherney,1953
3/13/20,CA-2020-114237,Marc Crier,142
10/13/20,CA-2020-114300,Art Foster,372
8/23/20,CA-2020-114468,Tamara Dahlen,60
11/13/20,CA-2020-114503,Allen Armold,85
11/8/20,CA-2020-114811,Keith Dawkins,5851
2/8/20,CA-2020-114923,Lisa Hazard,108
10/5/20,CA-2020-115091,Joel Jenkins,75
6/5/20,CA-2020-115168,Brenda Bowman,11
10/1/20,CA-2020-115392,Robert Marley,334
12/19/20,CA-2020-115399,Arthur Gainer,7
4/25/20,CA-2020-115420,Linda Southworth,21
11/21/20,CA-2020-115511,Natalie Webber,208
9/13/20,CA-2020-115567,Zuschuss Carroll,1716
12/10/20,CA-2020-115693,Frank Carlisle,56
4/18/20,CA-2020-115742,Darren Powers,210
11/13/20,CA-2020-115798,Ken Lonsdale,810
9/19/20,CA-2020-115847,Tracy Collins,62
9/14/20,CA-2020-115924,Brad Eason,26
6/26/20,CA-2020-115938,Sue Ann Reed,535
6/25/20,CA-2020-115945,Alan Barnes,414
2/15/20,CA-2020-116092,Justin MacKendrick,627
7/6/20,CA-2020-116260,Barbara Fisher,11
11/20/20,CA-2020-116484,Jamie Kunitz,205
4/9/20,CA-2020-116512,Mick Crebagga,18
1/28/20,CA-2020-116638,Joseph Holt,4298
5/2/20,CA-2020-116687,Noah Childs,167
7/5/20,CA-2020-116750,Barbara Fisher,12
4/14/20,CA-2020-116841,Theone Pippenger,35
2/14/20,CA-2020-116876,Ted Trevino,652
11/8/20,CA-2020-117086,Quincy Jones,4405
12/27/20,CA-2020-117415,Steve Nguyen,1229
11/8/20,CA-2020-117611,Maria Zettner,377
9/10/20,CA-2020-117772,Matt Collins,354
9/21/20,CA-2020-117800,Tracy Hopkins,1133
12/23/20,CA-2020-117828,Bradley Drucker,194
3/22/20,CA-2020-117884,Debra Catini,598
12/5/20,CA-2020-117898,Tim Brockman,12
11/26/20,CA-2020-117961,Guy Phonely,192
4/24/20,CA-2020-118227,Deborah Brumfield,26
3/24/20,CA-2020-118423,Dennis Pardue,359
11/5/20,CA-2020-118444,Valerie Dominguez,387
10/24/20,CA-2020-118738,Andrew Gjertsen,373
9/13/20,CA-2020-118843,Jonathan Howell,200
12/4/20,CA-2020-118871,Harry Marie,418
5/28/20,CA-2020-118948,Neil Knudson,7
6/16/20,CA-2020-118955,Lycoris Saunders,253
5/23/20,CA-2020-119102,Kristen Hastings,51
1/23/20,CA-2020-119214,Carl Weiss,44
5/14/20,CA-2020-119291,Jesus Ocampo,570
1/9/20,CA-2020-119480,Craig Carroll,364
12/4/20,CA-2020-119508,Tracy Zic,42
12/26/20,CA-2020-119550,Roger Barcio,275
12/14/20,CA-2020-119592,Muhammed MacIntyre,4
8/17/20,CA-2020-119627,Steven Cartwright,329
8/11/20,CA-2020-119634,Barry Weirich,46
6/25/20,CA-2020-119690,Mark Van Huff,129
12/28/20,CA-2020-119697,Eric Murdock,54
11/21/20,CA-2020-119879,Shahid Shariari,1364
12/1/20,CA-2020-119907,Logan Currie,55
4/5/20,CA-2020-119942,Ted Trevino,24
12/24/20,CA-2020-120103,Maribeth Schnelling,226
3/5/20,CA-2020-120320,Mike Vittorini,32
9/26/20,CA-2020-120341,Sarah Foster,167
9/14/20,CA-2020-120362,Christina Anderson,913
7/2/20,CA-2020-120397,Richard Bierner,33
6/14/20,CA-2020-120439,Alan Dominguez,51
11/16/20,CA-2020-120446,John Grady,19
8/13/20,CA-2020-120516,Clytie Kelty,6
4/13/20,CA-2020-120551,Sonia Sunley,17
3/21/20,CA-2020-120621,Julia West,1270
5/31/20,CA-2020-120677,Bill Donatelli,2568
4/28/20,CA-2020-120782,Shirley Daniels,4000
7/23/20,CA-2020-120810,Tracy Hopkins,198
9/25/20,CA-2020-120845,Marina Lichtenstein,23
5/29/20,CA-2020-120880,John Lucas,741
12/31/20,CA-2020-120901,Barry Gonzalez,162
9/28/20,CA-2020-120915,Jennifer Jackson,602
11/3/20,CA-2020-121041,Chris Selesnick,7
1/3/20,CA-2020-121097,Sylvia Foulston,10
7/17/20,CA-2020-121132,Victoria Brennan,21
8/28/20,CA-2020-121188,Cassandra Brandow,2018
3/29/20,CA-2020-121272,Denny Ordway,73
10/4/20,CA-2020-121391,Alex Avila,27
3/30/20,CA-2020-121405,Fred Chung,204
3/22/20,CA-2020-121552,Fred Wasserman,20
9/3/20,CA-2020-121608,Jennifer Braxton,238
12/10/20,CA-2020-121650,Keith Dawkins,1000
8/10/20,CA-2020-121699,Bill Donatelli,65
6/11/20,CA-2020-121720,Jim Epp,3166
2/16/20,CA-2020-121776,Rob Dowd,125
11/10/20,CA-2020-121783,Philisse Overcash,2165
1/30/20,CA-2020-121797,Charles Crestani,2147
6/19/20,CA-2020-121965,Logan Haushalter,206
8/21/20,CA-2020-122168,Henry Goldwyn,53
11/30/20,CA-2020-122210,William Brown,258
10/31/20,CA-2020-122259,Harold Pawlan,70
4/26/20,CA-2020-122266,Sue Ann Reed,194
6/18/20,CA-2020-122287,Skye Norling,101
